0.000411012,0.000384015,-0.011982645
0.004330403,-0.000039381,-0.005240936
0.010582318,-0.000223694,-0.006292626
0.017326642,-0.000468873,-0.008161057
0.025138426,-0.000787509,-0.011279269
0.034009623,-0.001208769,-0.015525150
0.044151137,-0.001747712,-0.021195333
0.055711874,-0.002424119,-0.028489034
0.068892003,-0.003254361,-0.037724916
0.083896634,-0.004256381,-0.049251069
0.100947464,-0.005458159,-0.063507140
0.120259626,-0.006899784,-0.081026948
0.142021325,-0.008630946,-0.102452064
0.166335989,-0.010731722,-0.128576948
0.193307884,-0.013335052,-0.160245910
0.222986729,-0.016650644,-0.198377781
0.255266376,-0.020944189,-0.243991674
0.289966126,-0.026530400,-0.298037847
0.326643565,-0.033796878,-0.361452529
0.364701200,-0.043184262,-0.434963030
0.402984446,-0.055201498,-0.519163934
0.440056536,-0.070356132,-0.614216537
0.474206963,-0.089085936,-0.719675255
0.503284972,-0.111670004,-0.834442730
0.524670823,-0.138111144,-0.956642519
0.535685301,-0.167980326,-1.083462636
0.533689391,-0.200404180,-1.210893091
0.516181889,-0.233987655,-1.333068472
0.480665588,-0.266442570,-1.441503383
0.424945927,-0.294720493,-1.525032503
0.347315454,-0.315129433,-1.569869277
0.245710312,-0.323430868,-1.560045514
0.117749187,-0.314529435,-1.476414649
-0.039435036,-0.282662366,-1.295836518
-0.230947176,-0.221983368,-0.992860520
-0.461397101,-0.126938451,-0.540260981
-0.741062236,0.007439990,0.094000019
-1.077303214,0.184138513,0.944058904
-1.467788646,0.402615513,2.040603955
-1.890008998,0.654668591,3.392732321
-2.293870735,0.919757062,4.950841585
-2.585431389,1.156510397,6.532693529
-2.626504899,1.298304168,7.749127809
-2.215732375,1.241852755,7.901738622
-1.151698213,0.860974637,6.018783314
0.681885198,0.042926884,1.125969454
3.037162697,-1.160227326,-6.749232695
4.672587104,-2.190867157,-14.037361723
2.339982888,-1.278228139,-8.948935364
-4.122948806,3.010340669,19.951786995
