0.00000,0.67118,-0.19380,0.13794
0.00238,0.67118,-0.19380,0.13794
0.00476,0.67118,-0.19380,0.13794
0.00714,0.67118,-0.19380,0.13795
0.00952,0.67118,-0.19380,0.13795
0.01190,0.67117,-0.19380,0.13796
0.01429,0.67117,-0.19380,0.13797
0.01667,0.67116,-0.19380,0.13798
0.01905,0.67115,-0.19380,0.13799
0.02143,0.67114,-0.19380,0.13801
0.02381,0.67113,-0.19379,0.13802
0.02619,0.67112,-0.19379,0.13805
0.02857,0.67111,-0.19379,0.13807
0.03095,0.67109,-0.19378,0.13809
0.03333,0.67107,-0.19378,0.13812
0.03571,0.67106,-0.19377,0.13815
0.03810,0.67104,-0.19377,0.13818
0.04048,0.67101,-0.19376,0.13822
0.04286,0.67099,-0.19376,0.13825
0.04524,0.67096,-0.19375,0.13829
0.04762,0.67094,-0.19374,0.13833
0.05000,0.67091,-0.19373,0.13838
0.05238,0.67088,-0.19372,0.13842
0.05476,0.67084,-0.19371,0.13847
0.05714,0.67081,-0.19370,0.13852
0.05952,0.67077,-0.19369,0.13857
0.06190,0.67073,-0.19368,0.13863
0.06429,0.67069,-0.19366,0.13869
0.06667,0.67064,-0.19365,0.13875
0.06905,0.67060,-0.19363,0.13881
0.07143,0.67055,-0.19362,0.13888
0.07381,0.67049,-0.19360,0.13895
0.07619,0.67044,-0.19358,0.13902
0.07857,0.67038,-0.19356,0.13909
0.08095,0.67032,-0.19354,0.13917
0.08333,0.67026,-0.19352,0.13925
0.08571,0.67020,-0.19349,0.13933
0.08810,0.67013,-0.19347,0.13941
0.09048,0.67006,-0.19344,0.13950
0.09286,0.66998,-0.19341,0.13959
0.09524,0.66991,-0.19339,0.13969
0.09762,0.66983,-0.19335,0.13978
0.10000,0.66974,-0.19332,0.13988
0.10238,0.66966,-0.19329,0.13998
0.10476,0.66957,-0.19325,0.14009
0.10714,0.66947,-0.19322,0.14020
0.10952,0.66938,-0.19318,0.14031
0.11190,0.66928,-0.19314,0.14042
0.11429,0.66917,-0.19309,0.14054
0.11667,0.66907,-0.19305,0.14066
0.11905,0.66895,-0.19301,0.14078
0.12143,0.66884,-0.19296,0.14091
0.12381,0.66872,-0.19291,0.14104
0.12619,0.66860,-0.19286,0.14117
0.12857,0.66847,-0.19280,0.14130
0.13095,0.66834,-0.19274,0.14144
0.13333,0.66821,-0.19269,0.14158
0.13571,0.66807,-0.19262,0.14173
0.13810,0.66793,-0.19256,0.14188
0.14048,0.66778,-0.19250,0.14203
0.14286,0.66763,-0.19243,0.14218
0.14524,0.66748,-0.19236,0.14234
0.14762,0.66732,-0.19229,0.14250
0.15000,0.66716,-0.19221,0.14267
0.15238,0.66699,-0.19214,0.14284
0.15476,0.66682,-0.19205,0.14301
0.15714,0.66664,-0.19197,0.14318
0.15952,0.66646,-0.19189,0.14336
0.16190,0.66627,-0.19180,0.14354
0.16429,0.66608,-0.19170,0.14372
0.16667,0.66588,-0.19161,0.14391
0.16905,0.66568,-0.19151,0.14410
0.17143,0.66548,-0.19141,0.14430
0.17381,0.66527,-0.19131,0.14449
0.17619,0.66505,-0.19120,0.14469
0.17857,0.66483,-0.19109,0.14490
0.18095,0.66461,-0.19098,0.14511
0.18333,0.66438,-0.19087,0.14532
0.18571,0.66414,-0.19075,0.14553
0.18810,0.66390,-0.19062,0.14575
0.19048,0.66365,-0.19050,0.14597
0.19286,0.66340,-0.19037,0.14619
0.19524,0.66314,-0.19023,0.14642
0.19762,0.66288,-0.19010,0.14665
0.20000,0.66261,-0.18996,0.14688
0.20238,0.66234,-0.18981,0.14712
0.20476,0.66206,-0.18967,0.14736
0.20714,0.66178,-0.18951,0.14760
0.20952,0.66149,-0.18936,0.14785
0.21190,0.66120,-0.18920,0.14810
0.21429,0.66090,-0.18904,0.14835
0.21667,0.66059,-0.18887,0.14861
0.21905,0.66028,-0.18870,0.14886
0.22143,0.65996,-0.18852,0.14913
0.22381,0.65964,-0.18834,0.14939
